Location,Shot_Number,Period,Game_Clock,Shot_Clock,Dribbles,Touch_Time,Shot_Dist,Pts_Type,Shot_Result,Player_Name
H,8,1,2:45:00 AM,0.6,0,0.8,18.5,2,missed,anthony davis
H,9,1,12:16:00 AM,,0,1.7,3.9,2,missed,anthony davis
H,10,3,11:35:00 AM,9.7,0,1.1,19.5,2,made,anthony davis
H,11,3,10:53:00 AM,6.4,2,4.3,10.3,2,made,anthony davis
H,12,3,8:38:00 AM,10,0,1,19.6,2,missed,anthony davis
H,13,3,5:56:00 AM,24,0,0.9,1.6,2,made,anthony davis
H,14,3,4:07:00 AM,10.6,0,0.6,3.9,2,made,anthony davis
H,15,3,2:14:00 AM,7.7,1,1.8,6.8,2,missed,anthony davis
H,16,4,9:12:00 AM,4.9,1,2,15.2,2,made,anthony davis
H,17,4,5:14:00 AM,8,0,0.8,20.2,2,missed,anthony davis
H,18,4,3:33:00 AM,4.9,2,5.3,17.7,2,missed,anthony davis
A,1,1,9:26:00 AM,8.4,0,0.9,20.5,2,missed,anthony davis
A,2,1,8:21:00 AM,9.8,1,4.3,8,2,made,anthony davis
A,3,1,6:59:00 AM,6.1,2,6.2,13.8,2,missed,anthony davis
A,4,1,5:08:00 AM,12,0,1.1,8,2,missed,anthony davis
A,5,1,2:38:00 AM,16.1,1,2.1,8.1,2,made,anthony davis
A,6,2,6:32:00 AM,20.8,0,1,4.5,2,made,anthony davis
A,7,2,5:39:00 AM,19.4,0,0.7,2.2,2,made,anthony davis
A,8,2,3:12:00 AM,11.9,0,3.7,17.9,2,missed,anthony davis
A,9,3,10:55:00 AM,24,0,0.4,1.6,2,made,anthony davis
A,10,3,8:40:00 AM,16.8,0,1.1,21.1,2,missed,anthony davis
A,11,3,6:17:00 AM,13.6,2,2.7,8.8,2,missed,anthony davis
A,12,3,5:29:00 AM,16,2,1.5,2.6,2,missed,anthony davis
A,13,3,3:02:00 AM,6,1,6.2,14.9,2,missed,anthony davis
A,14,3,2:12:00 AM,11.5,1,1.8,2,2,made,anthony davis
A,15,3,1:08:00 AM,9.5,0,0.6,5.1,2,missed,anthony davis
A,16,4,11:48:00 AM,11.6,0,1.1,16.8,2,missed,anthony davis
A,17,4,9:36:00 AM,13.6,0,0.8,18.4,2,missed,anthony davis
A,18,4,6:05:00 AM,8.6,0,0.8,19.9,2,missed,anthony davis
A,19,4,5:22:00 AM,5.1,1,7.2,6.2,2,made,anthony davis
A,20,4,4:38:00 AM,4.1,0,5.1,16.7,2,missed,anthony davis
A,21,4,3:01:00 AM,11.3,1,1.8,7.1,2,missed,anthony davis
A,22,4,1:35:00 AM,13.5,0,0.8,5.6,2,made,anthony davis
A,23,4,1:11:00 AM,9.1,0,0.7,17.7,2,made,anthony davis
H,1,1,10:15:00 AM,11.8,0,0.8,20.6,2,missed,anthony davis
H,2,1,9:23:00 AM,11.9,0,0.8,6.2,2,missed,anthony davis
H,3,1,8:11:00 AM,1,0,0.7,19.3,2,missed,anthony davis
H,4,1,5:04:00 AM,11.2,1,2.8,5.4,2,made,anthony davis
H,5,1,4:29:00 AM,10.8,1,4.5,6.7,2,missed,anthony davis
H,6,2,3:36:00 AM,15,0,1.2,19.4,2,made,anthony davis
H,7,2,12:11:00 AM,3.6,0,0.9,17.2,2,made,anthony davis
H,8,3,11:01:00 AM,11,0,0.8,20.1,2,missed,anthony davis
H,9,3,10:09:00 AM,9.8,0,1,16.2,2,missed,anthony davis
H,10,3,8:30:00 AM,8.8,1,3.9,8.5,2,made,anthony davis
H,11,3,8:03:00 AM,15,0,1,18.2,2,made,anthony davis
H,12,3,7:23:00 AM,7.6,0,0,14.6,2,made,anthony davis
H,13,3,4:37:00 AM,8.8,1,1.8,9.5,2,made,anthony davis
H,14,3,3:38:00 AM,12.3,0,0.9,20.5,2,made,anthony davis
H,15,4,10:05:00 AM,8,0,0.5,5.6,2,made,anthony davis
H,16,4,9:39:00 AM,13.4,2,2.8,4.4,2,missed,anthony davis
H,17,4,9:14:00 AM,10,0,0.9,19.2,2,made,anthony davis
H,18,4,1:11:00 AM,1.6,0,0.7,21.2,2,made,anthony davis
A,1,1,11:45:00 AM,10,0,1,17.1,2,made,anthony davis
A,2,1,8:34:00 AM,8.8,4,6.2,6.6,2,made,anthony davis
A,3,1,6:57:00 AM,21,1,1.6,4.8,2,made,anthony davis
A,4,1,1:07:00 AM,0.3,0,0.7,20.2,2,missed,anthony davis
A,5,2,2:16:00 AM,15.3,0,1,4,2,made,anthony davis
A,6,2,1:15:00 AM,13.2,0,0.5,1.3,2,made,anthony davis
A,7,2,12:01:00 AM,,1,2.3,22.9,3,missed,anthony davis
A,8,3,11:30:00 AM,11,0,1.1,21,2,made,anthony davis
A,9,3,10:53:00 AM,4.2,0,0.5,10.5,2,missed,anthony davis
A,10,3,9:45:00 AM,4,1,5,8.9,2,made,anthony davis
A,11,3,7:27:00 AM,11.1,0,1.1,18.5,2,missed,anthony davis
A,12,3,5:52:00 AM,24,0,0,1,2,missed,anthony davis
A,13,3,4:55:00 AM,5.6,0,1.2,3.6,2,made,anthony davis
A,14,3,1:59:00 AM,24,0,0,1.3,2,made,anthony davis
A,15,3,12:01:00 AM,,2,2,3.7,2,missed,anthony davis
A,16,4,5:13:00 AM,8.9,0,0.8,12.6,2,missed,anthony davis
A,17,4,4:36:00 AM,2.3,2,2.6,6.7,2,made,anthony davis
A,18,4,3:17:00 AM,8.1,0,0.5,4.8,2,made,anthony davis
A,1,1,11:14:00 AM,14,2,2,4.6,2,made,anthony davis
A,2,1,9:15:00 AM,15,0,1,19.7,2,missed,anthony davis
A,3,1,7:47:00 AM,9.4,0,0.9,18.7,2,made,anthony davis
A,4,1,6:12:00 AM,12.3,1,4.9,18.7,2,missed,anthony davis
A,5,1,5:56:00 AM,13.6,1,1.7,13.7,2,made,anthony davis
A,6,1,4:25:00 AM,14,2,3.7,9,2,missed,anthony davis
A,7,2,6:46:00 AM,12.4,0,0.8,16.5,2,missed,anthony davis
A,8,2,12:52:00 AM,15.8,0,0,5.1,2,made,anthony davis
A,9,3,11:29:00 AM,5.8,1,4.2,5.6,2,made,anthony davis
A,10,3,10:22:00 AM,5.6,0,1.1,19.9,2,made,anthony davis
A,11,3,9:49:00 AM,15.2,2,1.9,7.1,2,missed,anthony davis
A,12,3,7:32:00 AM,10.3,0,1,18.1,2,missed,anthony davis
A,13,3,6:10:00 AM,12.7,3,4.3,4.6,2,missed,anthony davis
A,14,3,3:51:00 AM,3.9,1,1.9,8.6,2,missed,anthony davis
A,15,3,1:53:00 AM,7,0,1,4.8,2,made,anthony davis
A,16,4,8:53:00 AM,13.8,1,1.1,5.1,2,made,anthony davis
A,17,4,8:00:00 AM,22.2,1,2.5,5.4,2,made,anthony davis
A,18,4,7:34:00 AM,21.3,1,1.2,5.4,2,made,anthony davis
A,19,4,5:21:00 AM,23.9,0,1,3,2,missed,anthony davis
A,20,4,4:36:00 AM,8.1,0,1.2,20.2,2,missed,anthony davis
A,21,4,3:07:00 AM,6.1,0,1.1,18.2,2,missed,anthony davis
A,22,4,1:54:00 AM,3.1,2,5.6,14.1,2,missed,anthony davis
A,23,4,12:32:00 AM,16.8,0,0.4,6.2,2,missed,anthony davis
H,1,1,8:15:00 AM,12,0,1,20.6,2,missed,anthony davis
H,2,1,5:37:00 AM,4.8,1,5,12.9,2,made,anthony davis
H,3,1,3:21:00 AM,7.7,2,3.6,21.7,2,missed,anthony davis
H,4,2,3:15:00 AM,14.9,1,4.4,5.4,2,missed,anthony davis
H,5,3,10:50:00 AM,12,1,2,15.1,2,made,anthony davis
H,6,3,9:34:00 AM,3.3,0,3.7,18.9,2,missed,anthony davis
H,7,3,8:21:00 AM,15,1,1.7,12.1,2,made,anthony davis
H,8,3,7:59:00 AM,12.4,3,1.8,4.5,2,made,anthony davis
H,9,3,7:28:00 AM,16.2,1,3.4,19.2,2,missed,anthony davis
H,10,3,6:00:00 AM,13.3,0,0.8,20.2,2,missed,anthony davis
H,11,3,5:43:00 AM,9.8,1,2.1,6.4,2,missed,anthony davis
H,12,3,12:18:00 AM,1.1,1,2.1,5,2,made,anthony davis
H,13,4,11:44:00 AM,24,0,0.8,2.2,2,made,anthony davis
H,14,4,8:49:00 AM,3.9,2,5.2,6.3,2,missed,anthony davis
H,15,4,7:52:00 AM,15.2,0,0.9,17.3,2,missed,anthony davis
H,16,4,3:18:00 AM,17.6,0,0.6,3.6,2,made,anthony davis
A,1,1,11:01:00 AM,12.3,4,5.7,14.9,2,made,anthony davis
A,2,1,8:52:00 AM,8.7,0,0.9,20.5,2,missed,anthony davis
A,3,1,6:57:00 AM,9.5,0,0.9,19.6,2,missed,anthony davis
A,4,1,6:39:00 AM,24,0,0.9,2.9,2,made,anthony davis
A,5,1,4:30:00 AM,2.6,2,4.3,8.5,2,made,anthony davis
A,6,1,1:52:00 AM,1.9,0,5.4,16,2,missed,anthony davis
A,7,1,12:21:00 AM,12.9,0,0.7,2.7,2,made,anthony davis
A,8,2,3:38:00 AM,9.7,3,6.1,4.4,2,missed,anthony davis
A,9,2,3:38:00 AM,9.6,0,0,3.4,2,made,anthony davis
A,10,2,2:27:00 AM,9.1,1,4.3,11.7,2,made,anthony davis
A,11,3,11:49:00 AM,13,0,1.2,17.9,2,made,anthony davis
A,12,3,10:17:00 AM,13.1,1,3.9,2,2,made,anthony davis
A,13,3,9:23:00 AM,15.9,0,1.5,17.3,2,missed,anthony davis
A,14,3,7:02:00 AM,10.6,0,1.6,7.1,2,made,anthony davis
A,15,3,2:36:00 AM,11.8,0,0.1,1.3,2,made,anthony davis
A,16,3,12:04:00 AM,,0,0.8,18.6,2,missed,anthony davis
A,17,4,11:25:00 AM,8.5,0,0.7,5.2,2,made,anthony davis
A,18,4,10:13:00 AM,12.9,0,0.9,16,2,made,anthony davis
A,19,4,9:42:00 AM,13.3,1,1.6,7.8,2,missed,anthony davis
A,20,4,8:12:00 AM,4.5,0,0.8,20,2,missed,anthony davis
A,21,4,5:40:00 AM,8,1,3.6,5.5,2,missed,anthony davis
A,22,4,4:02:00 AM,13.4,0,1,5.1,2,made,anthony davis
A,23,4,2:30:00 AM,24,0,0,14.6,2,made,anthony davis
A,24,4,12:20:00 AM,,4,3.4,6.1,2,made,anthony davis
H,1,1,7:33:00 AM,14.8,0,1.8,19.8,2,missed,anthony davis
H,2,2,5:17:00 AM,3.8,0,0.8,20.1,2,made,anthony davis
H,3,2,4:44:00 AM,13,0,0.9,20.4,2,missed,anthony davis
H,4,3,11:07:00 AM,8,1,2.9,6.8,2,missed,anthony davis
H,5,3,7:34:00 AM,12,0,0.9,14.9,2,made,anthony davis
H,6,3,5:06:00 AM,20.6,0,2,5.8,2,made,anthony davis
H,7,3,4:19:00 AM,8.5,0,0.9,18.4,2,made,anthony davis
H,8,3,3:18:00 AM,10.9,0,0.9,21.5,2,made,anthony davis
H,9,3,1:26:00 AM,19.4,0,0,0.5,2,made,anthony davis
H,10,4,9:20:00 AM,11,1,6.2,4.4,2,made,anthony davis
H,11,4,3:23:00 AM,13.2,0,0.6,2.4,2,made,anthony davis
H,12,4,12:31:00 AM,20,0,0.8,6,2,made,anthony davis
H,1,1,7:58:00 AM,7.8,0,1.1,18.5,2,made,anthony davis
H,2,1,7:27:00 AM,14,0,1,19.2,2,missed,anthony davis
H,3,1,6:37:00 AM,12.9,1,2,5.1,2,missed,anthony davis
H,4,1,4:37:00 AM,15.9,0,0.7,4.1,2,made,anthony davis
H,5,2,3:15:00 AM,1.3,0,0.8,8.4,2,missed,anthony davis
H,6,3,5:48:00 AM,14,0,1,19.3,2,missed,anthony davis
H,7,3,1:07:00 AM,2.6,1,1.6,4.6,2,missed,anthony davis
A,1,1,10:43:00 AM,11.9,0,1.2,19.2,2,made,anthony davis
A,2,2,11:42:00 AM,6.1,0,0.8,4.7,2,made,anthony davis
A,3,2,7:24:00 AM,24,0,0.8,2.5,2,missed,anthony davis
A,4,3,11:45:00 AM,9,1,1.1,21.2,2,missed,anthony davis
A,5,3,9:08:00 AM,6.5,2,7,10.4,2,made,anthony davis
A,6,3,8:22:00 AM,7.7,1,5.8,7.1,2,missed,anthony davis
A,7,3,6:39:00 AM,20.4,0,1.2,6.8,2,made,anthony davis
A,8,4,10:16:00 AM,22.8,0,0.7,5.3,2,missed,anthony davis
A,9,4,3:52:00 AM,11.7,0,0.3,5.2,2,made,anthony davis
A,10,4,2:04:00 AM,3.9,0,0.9,2,2,made,anthony davis
A,11,4,12:01:00 AM,,0,0,2.2,2,made,anthony davis
A,12,5,12:38:00 AM,22,2,2,21.6,2,made,anthony davis
H,1,1,10:40:00 AM,3.5,0,4.8,15.1,2,missed,anthony davis
H,2,1,9:49:00 AM,12.1,0,0.8,20.2,2,missed,anthony davis
H,3,1,8:35:00 AM,16.5,0,0.9,3.8,2,made,anthony davis
H,4,1,6:36:00 AM,14.5,0,0.9,19.6,2,made,anthony davis
H,5,1,12:50:00 AM,24,1,0.9,3.9,2,made,anthony davis
H,6,2,3:03:00 AM,7.9,2,4.8,8.9,2,missed,anthony davis
H,7,2,2:37:00 AM,19.4,0,0.9,5.6,2,made,anthony davis
H,8,3,11:24:00 AM,3.9,2,6.4,4.3,2,made,anthony davis
H,9,3,6:29:00 AM,16.3,0,0.8,21.2,2,made,anthony davis
H,10,3,4:00:00 AM,4.6,1,3.2,17,2,missed,anthony davis
H,11,3,3:06:00 AM,5.8,0,0.7,6.5,2,missed,anthony davis
H,12,3,12:27:00 AM,7.2,0,1,3.2,2,missed,anthony davis
H,13,4,10:59:00 AM,6.1,1,3.2,5.7,2,missed,anthony davis
H,14,4,6:31:00 AM,6.6,0,0.9,19.9,2,missed,anthony davis
H,15,4,2:16:00 AM,7.8,0,3.6,20.2,2,made,anthony davis
A,1,1,11:25:00 AM,8.5,0,1,19.1,2,missed,anthony davis
A,2,1,9:08:00 AM,4.6,4,4.6,17.5,2,missed,anthony davis
A,3,1,7:47:00 AM,12.5,0,0.9,17.4,2,made,anthony davis
A,4,1,6:06:00 AM,7.7,0,1,18.9,2,made,anthony davis
A,5,1,5:24:00 AM,5.5,2,5,8.1,2,missed,anthony davis
A,6,1,2:59:00 AM,13.3,1,1.6,6.4,2,missed,anthony davis
A,7,1,2:21:00 AM,15.7,1,1.8,2.2,2,made,anthony davis
A,8,2,8:42:00 AM,16.6,0,1.3,3.7,2,made,anthony davis
A,9,2,8:11:00 AM,13.5,1,2.7,16.3,2,missed,anthony davis
A,10,2,6:57:00 AM,9.7,0,0.8,20.5,2,made,anthony davis
A,11,2,4:06:00 AM,17.7,0,2.2,19,2,made,anthony davis
A,12,2,1:14:00 AM,5.1,0,3.2,8.1,2,missed,anthony davis
A,13,2,12:49:00 AM,7.4,1,1.4,16.5,2,made,anthony davis
A,14,2,12:00:00 AM,,1,2,20.2,2,missed,anthony davis
A,15,3,10:47:00 AM,16.3,0,0.9,16.5,2,made,anthony davis
A,16,3,9:28:00 AM,6.2,0,1,7,2,made,anthony davis
A,17,3,6:59:00 AM,11,0,0.9,19.9,2,made,anthony davis
A,18,3,3:45:00 AM,8.4,1,1.4,18.8,2,missed,anthony davis
A,19,3,12:01:00 AM,,4,4.2,5.4,2,missed,anthony davis
A,20,4,6:53:00 AM,17.6,1,1.6,5.4,2,made,anthony davis
A,21,4,2:24:00 AM,11.7,0,0,1.9,2,missed,anthony davis
A,22,4,1:08:00 AM,13.1,1,1.6,2.4,2,made,anthony davis
A,23,4,12:03:00 AM,,0,0,6.9,2,missed,anthony davis
A,24,4,12:03:00 AM,,0,1.3,6.9,2,made,anthony davis
H,1,1,11:23:00 AM,12.3,0,0.9,17,2,missed,anthony davis
H,2,1,6:34:00 AM,11.8,1,1.9,6.7,2,made,anthony davis
H,3,1,4:21:00 AM,12.1,1,4.9,9.3,2,missed,anthony davis
H,4,1,2:20:00 AM,9.7,0,2.8,20.2,2,missed,anthony davis
H,5,2,5:22:00 AM,24,1,0.7,4.8,2,made,anthony davis
H,6,2,1:24:00 AM,15.4,8,8,3.7,2,made,anthony davis
H,7,2,12:52:00 AM,16,0,0.9,3.8,2,missed,anthony davis
H,8,3,11:40:00 AM,3.7,1,4.5,9.4,2,missed,anthony davis
H,9,3,10:03:00 AM,5.7,1,5.4,9.3,2,missed,anthony davis
H,10,3,9:01:00 AM,13.5,0,0.9,18.9,2,missed,anthony davis
H,11,3,7:49:00 AM,14.7,1,2.3,16.9,2,made,anthony davis
H,12,3,7:04:00 AM,12.5,0,0.9,19.5,2,made,anthony davis
H,13,3,5:57:00 AM,14.1,0,0.9,20.8,2,made,anthony davis
H,14,3,3:02:00 AM,13.3,2,4.6,17.7,2,missed,anthony davis
H,15,3,2:45:00 AM,17,4,3.8,4.6,2,made,anthony davis
H,16,3,12:00:00 AM,,0,0.5,2.2,2,missed,anthony davis
H,17,4,6:13:00 AM,15.3,0,0.6,1.5,2,made,anthony davis
H,18,4,3:22:00 AM,8.3,2,5.7,16,2,missed,anthony davis
H,19,4,1:42:00 AM,8.2,1,1.6,9.4,2,missed,anthony davis
A,1,1,11:48:00 AM,13.9,0,0.8,17.9,2,made,anthony davis
A,2,1,10:30:00 AM,11.3,0,3.2,19.2,2,missed,anthony davis
A,3,1,6:21:00 AM,9.3,0,0.8,19.4,2,missed,anthony davis
A,4,1,3:34:00 AM,4.4,1,5.1,9,2,missed,anthony davis
A,5,1,12:41:00 AM,11.8,2,2.8,10.8,2,made,anthony davis
A,6,2,7:20:00 AM,8.7,0,0.8,2.7,2,made,anthony davis
A,7,2,5:57:00 AM,7.6,2,7.7,8.7,2,missed,anthony davis
A,8,2,5:28:00 AM,14,0,2.9,1.7,2,missed,anthony davis
A,9,2,5:25:00 AM,11.8,0,-0.4,13.8,2,missed,anthony davis
A,10,2,12:23:00 AM,11,1,1.6,6.7,2,missed,anthony davis
A,11,3,11:33:00 AM,11,0,1,16.6,2,made,anthony davis
A,12,3,6:44:00 AM,10.6,2,4.5,4.4,2,made,anthony davis
A,13,3,3:45:00 AM,12.6,0,4.2,5.6,2,missed,anthony davis
A,14,3,3:09:00 AM,24,0,0.8,0.9,2,made,anthony davis
A,15,3,12:49:00 AM,7.1,1,3.4,9.5,2,missed,anthony davis
A,16,4,4:44:00 AM,14.5,0,1,3.6,2,made,anthony davis
A,17,4,4:13:00 AM,12.5,0,0,3.6,2,made,anthony davis
A,18,4,1:54:00 AM,13.2,0,1.1,15.5,2,missed,anthony davis
A,1,1,9:59:00 AM,11.6,0,1.1,17.2,2,made,anthony davis
A,2,1,8:31:00 AM,14.8,0,1,18.6,2,missed,anthony davis
A,3,1,7:48:00 AM,14.3,0,1.2,9.9,2,made,anthony davis
A,4,1,7:09:00 AM,0.6,0,1,23.2,2,missed,anthony davis
A,5,1,6:42:00 AM,10.3,0,0.9,18.9,2,made,anthony davis
A,6,1,6:13:00 AM,21.4,0,1.2,2.6,2,made,anthony davis
A,7,1,5:53:00 AM,17.1,0,0.9,2.6,2,made,anthony davis
A,8,1,5:35:00 AM,19,0,0.5,2.9,2,missed,anthony davis
A,9,2,6:10:00 AM,8.1,0,0.6,1.1,2,made,anthony davis
A,10,2,5:40:00 AM,9,0,0.6,4,2,made,anthony davis
A,11,2,2:49:00 AM,12.1,0,0.6,6.4,2,made,anthony davis
A,12,2,2:16:00 AM,9.7,0,0.8,18.7,2,made,anthony davis
A,13,2,1:06:00 AM,2.8,0,0.8,22.6,3,missed,anthony davis
A,14,2,12:48:00 AM,14.4,0,0.8,19.8,2,missed,anthony davis
A,15,3,11:09:00 AM,16.2,0,0.9,19.9,2,made,anthony davis
A,16,3,2:07:00 AM,2.4,0,0.6,1.4,2,made,anthony davis
A,17,4,8:30:00 AM,12.8,0,0.7,3,2,made,anthony davis
A,18,4,7:24:00 AM,10.8,0,0.5,1.5,2,made,anthony davis
A,19,4,6:53:00 AM,8.5,1,1.4,2.4,2,missed,anthony davis
A,20,4,6:17:00 AM,14,0,0.3,2.1,2,made,anthony davis
A,21,4,4:00:00 AM,3.8,0,0.9,9.1,2,made,anthony davis
A,22,4,3:00:00 AM,22.1,1,1.9,5,2,made,anthony davis
H,1,1,11:47:00 AM,11.1,0,0.9,20.1,2,missed,anthony davis
H,2,1,10:37:00 AM,10.4,0,1.4,15,2,missed,anthony davis
H,3,1,10:14:00 AM,13.1,1,4.1,4.6,2,missed,anthony davis
H,4,1,8:48:00 AM,9.6,0,0.6,5.3,2,made,anthony davis
H,5,1,7:23:00 AM,2.6,1,4.3,10,2,missed,anthony davis
H,6,1,4:54:00 AM,13.7,1,1.9,10.4,2,missed,anthony davis
H,7,1,4:46:00 AM,18,0,1.3,4.4,2,missed,anthony davis
H,8,1,2:40:00 AM,24,0,0.4,2,2,missed,anthony davis
H,9,3,11:20:00 AM,4,4,5.8,6.5,2,missed,anthony davis
H,10,3,9:49:00 AM,16.4,0,1.2,21.2,2,missed,anthony davis
H,11,3,8:03:00 AM,11.8,2,3.2,5.9,2,missed,anthony davis
H,12,3,4:52:00 AM,13.2,1,1.4,14.9,2,made,anthony davis
H,13,3,3:53:00 AM,13,2,5.2,10.9,2,missed,anthony davis
A,1,1,11:23:00 AM,9.5,0,1.3,19.7,2,made,anthony davis
A,2,1,9:34:00 AM,17,4,4.6,18.1,2,made,anthony davis
A,3,1,9:11:00 AM,15.5,0,1,20.6,2,missed,anthony davis
A,4,1,8:50:00 AM,12.2,0,0.6,8.1,2,made,anthony davis
A,5,1,7:14:00 AM,10.9,0,1,20.6,2,made,anthony davis
A,6,1,2:57:00 AM,22.5,0,1.1,5.1,2,made,anthony davis
A,7,2,7:29:00 AM,10.1,0,0.9,21.1,2,missed,anthony davis
A,8,2,7:06:00 AM,13.5,0,0.5,3.9,2,missed,anthony davis
A,9,2,5:23:00 AM,12.4,1,3,12.7,2,made,anthony davis
A,10,3,9:13:00 AM,13.8,3,8,4.9,2,made,anthony davis
A,11,3,7:28:00 AM,1.4,0,3.4,18.8,2,missed,anthony davis
A,12,3,3:35:00 AM,14.8,0,2.2,16.9,2,missed,anthony davis
A,13,4,10:57:00 AM,11.9,0,0.3,2.8,2,made,anthony davis
A,14,4,7:50:00 AM,16.3,0,0.9,5.4,2,made,anthony davis
A,15,4,7:14:00 AM,12.8,0,0.8,19.1,2,made,anthony davis
A,16,4,5:18:00 AM,13.6,0,1,18.5,2,missed,anthony davis
A,17,4,4:06:00 AM,8.8,1,2.1,9.4,2,missed,anthony davis
H,1,1,11:11:00 AM,14.2,0,0.7,20.6,2,made,anthony davis
H,2,1,7:11:00 AM,10.7,0,0.9,17.1,2,made,anthony davis
H,3,1,5:53:00 AM,4.1,1,3.8,18.4,2,made,anthony davis
H,4,1,4:05:00 AM,11.9,1,3,9.3,2,missed,anthony davis
H,5,2,4:14:00 AM,24,0,0.1,1,2,made,anthony davis
H,6,2,2:40:00 AM,11.9,0,12.9,6,2,missed,anthony davis
H,7,2,12:10:00 AM,,0,0,0.7,2,made,anthony davis
H,8,3,8:13:00 AM,10.7,0,1,18.6,2,made,anthony davis
H,9,3,6:35:00 AM,13.7,0,1,19.8,2,made,anthony davis
H,10,3,5:58:00 AM,19.3,0,2.6,3.6,2,missed,anthony davis
H,11,3,3:57:00 AM,6.7,3,7,8.6,2,made,anthony davis
H,12,3,2:15:00 AM,18.1,0,0.6,2.9,2,made,anthony davis
H,13,4,1:38:00 AM,19,0,-6.1,0.8,2,made,anthony davis
H,14,4,1:12:00 AM,4,0,0.7,4.4,2,made,anthony davis
H,15,4,12:35:00 AM,5.3,0,0.5,1.9,2,made,anthony davis
H,1,1,10:46:00 AM,9.8,1,1.5,14.8,2,made,anthony davis
H,2,1,10:21:00 AM,18.1,0,1,20.1,2,made,anthony davis
H,3,1,9:45:00 AM,15.4,4,4.7,16.8,2,made,anthony davis
H,4,1,6:55:00 AM,6.1,1,4.5,5.9,2,made,anthony davis
A,1,1,11:41:00 AM,18.7,0,0,18.7,2,made,anthony davis
A,2,1,10:21:00 AM,8.6,0,3,17.5,2,missed,anthony davis
A,3,1,7:17:00 AM,7,0,0.9,14.8,2,missed,anthony davis
A,4,1,6:13:00 AM,19.7,0,2.4,2.8,2,missed,anthony davis
A,5,1,4:39:00 AM,2.1,1,2.3,8.9,2,missed,anthony davis
A,6,1,3:59:00 AM,13.7,0,0.7,3.8,2,missed,anthony davis
A,7,2,6:16:00 AM,11.5,2,5.2,3.9,2,made,anthony davis
A,8,2,5:38:00 AM,15.7,1,4.8,8.1,2,made,anthony davis
A,9,2,5:08:00 AM,20.8,0,1,7,2,made,anthony davis
A,10,2,1:59:00 AM,14,1,3.7,8.9,2,missed,anthony davis
A,11,3,11:20:00 AM,9.7,0,4.6,16,2,missed,anthony davis
A,12,3,8:05:00 AM,23.1,0,1.5,15.7,2,made,anthony davis
A,13,3,5:47:00 AM,12.9,0,0.9,20,2,made,anthony davis
A,14,3,3:58:00 AM,3,1,4.2,7.6,2,missed,anthony davis
A,15,3,3:30:00 AM,7,3,8.4,9.6,2,made,anthony davis
A,16,3,2:22:00 AM,15.4,0,1.2,21.5,2,missed,anthony davis
A,17,4,10:37:00 AM,24,1,0.5,3.5,2,made,anthony davis
A,18,4,4:53:00 AM,10.5,0,0,3,2,made,anthony davis
A,19,4,3:06:00 AM,24,0,1,2.8,2,made,anthony davis
A,20,4,2:25:00 AM,24,1,1.8,3.7,2,made,anthony davis
H,1,1,9:21:00 AM,20.8,1,1.8,4.5,2,missed,anthony davis
H,2,1,8:31:00 AM,14.1,0,0.9,21.6,2,missed,anthony davis
H,3,1,5:05:00 AM,5.7,1,3.3,11.2,2,missed,anthony davis
H,4,1,3:56:00 AM,15.4,0,1.6,17.8,2,missed,anthony davis
H,5,1,2:27:00 AM,13,0,0.5,6.5,2,made,anthony davis
H,6,1,12:24:00 AM,18,0,0.7,3.6,2,missed,anthony davis
H,7,3,10:11:00 AM,5.2,1,4.3,13.7,2,made,anthony davis
H,8,3,7:48:00 AM,9.3,0,0.8,20.2,2,missed,anthony davis
H,9,3,7:18:00 AM,13,0,1.1,5.8,2,made,anthony davis
H,10,3,5:48:00 AM,14.2,5,5.3,12.7,2,missed,anthony davis
H,11,3,4:13:00 AM,3.8,1,4,6.3,2,missed,anthony davis
H,12,3,2:27:00 AM,4,0,0.6,3.2,2,made,anthony davis
H,13,3,12:41:00 AM,15.2,0,0.8,4.8,2,made,anthony davis
H,14,4,4:06:00 AM,13.1,0,1.2,18.8,2,made,anthony davis
A,1,1,11:42:00 AM,,1,5.5,6,2,missed,anthony davis
A,2,1,10:48:00 AM,,0,1.1,19.5,2,made,anthony davis
A,3,1,5:23:00 AM,,0,1,19.7,2,made,anthony davis
A,4,1,1:44:00 AM,,1,6.6,17.7,2,missed,anthony davis
A,5,1,1:22:00 AM,,0,0.1,3.1,2,made,anthony davis
A,6,3,11:22:00 AM,10,1,1.4,3.8,2,made,anthony davis
A,7,3,9:39:00 AM,12.1,0,0.8,18.3,2,made,anthony davis
A,8,3,7:06:00 AM,8.6,1,4.8,4.3,2,missed,anthony davis
A,9,3,12:39:00 AM,4.3,0,0.6,3,2,made,anthony davis
A,10,4,6:07:00 AM,11,1,1.9,4.6,2,made,anthony davis
A,11,4,5:36:00 AM,12.5,1,1.4,14.1,2,made,anthony davis
A,12,4,5:07:00 AM,15,0,1,18.4,2,missed,anthony davis
A,13,4,4:01:00 AM,24,1,1.5,3.4,2,made,anthony davis
A,14,4,2:57:00 AM,4.9,0,1,18.8,2,made,anthony davis
A,1,1,10:14:00 AM,4.4,0,0.8,20.3,2,missed,anthony davis
A,2,1,4:33:00 AM,6.5,0,1,18.4,2,made,anthony davis
A,3,2,5:42:00 AM,11.9,0,0.6,1.8,2,made,anthony davis
A,4,2,4:01:00 AM,9.4,0,1,20.6,2,made,anthony davis
